Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-05-04 00:00:00+10:00,2.3355000019073486,2.3355000019073486,2.3355000019073486,2.3355000019073486,0,0,0
2020-05-05 00:00:00+10:00,2.3791000843048096,2.3791000843048096,2.3791000843048096,2.3791000843048096,0,0,0
2020-05-06 00:00:00+10:00,2.3677000999450684,2.3677000999450684,2.3677000999450684,2.3677000999450684,0,0,0
2020-05-07 00:00:00+10:00,2.367799997329712,2.367799997329712,2.367799997329712,2.367799997329712,0,0,0
2020-05-08 00:00:00+10:00,2.3845999240875244,2.3845999240875244,2.3845999240875244,2.3845999240875244,0,0,0
2020-05-11 00:00:00+10:00,2.41759991645813,2.41759991645813,2.41759991645813,2.41759991645813,0,0,0
2020-05-12 00:00:00+10:00,2.3917999267578125,2.3917999267578125,2.3917999267578125,2.3917999267578125,0,0,0
2020-05-13 00:00:00+10:00,2.395699977874756,2.395699977874756,2.395699977874756,2.395699977874756,0,0,0
2020-05-14 00:00:00+10:00,2.3559000492095947,2.3559000492095947,2.3559000492095947,2.3559000492095947,0,0,0
2020-05-15 00:00:00+10:00,2.390500068664551,2.390500068664551,2.390500068664551,2.390500068664551,0,0,0
2020-05-18 00:00:00+10:00,2.4128000736236572,2.4128000736236572,2.4128000736236572,2.4128000736236572,0,0,0
2020-05-19 00:00:00+10:00,2.4660000801086426,2.4660000801086426,2.4660000801086426,2.4660000801086426,0,0,0
2020-05-20 00:00:00+10:00,2.461400032043457,2.461400032043457,2.461400032043457,2.461400032043457,0,0,0
2020-05-21 00:00:00+10:00,2.455399990081787,2.455399990081787,2.455399990081787,2.455399990081787,0,0,0
2020-05-22 00:00:00+10:00,2.4412999153137207,2.4412999153137207,2.4412999153137207,2.4412999153137207,0,0,0
2020-05-25 00:00:00+10:00,2.4851999282836914,2.4851999282836914,2.4851999282836914,2.4851999282836914,0,0,0
2020-05-26 00:00:00+10:00,2.5525999069213867,2.5525999069213867,2.5525999069213867,2.5525999069213867,0,0,0
2020-05-27 00:00:00+10:00,2.561000108718872,2.561000108718872,2.561000108718872,2.561000108718872,0,0,0
2020-05-28 00:00:00+10:00,2.5920000076293945,2.5920000076293945,2.5920000076293945,2.5920000076293945,0,0,0
2020-05-29 00:00:00+10:00,2.5566999912261963,2.5566999912261963,2.5566999912261963,2.5566999912261963,0,0,0
2020-06-01 00:00:00+10:00,2.581899881362915,2.581899881362915,2.581899881362915,2.581899881362915,0,0,0
2020-06-02 00:00:00+10:00,2.5950000286102295,2.5950000286102295,2.5950000286102295,2.5950000286102295,0,0,0
2020-06-03 00:00:00+10:00,2.63319993019104,2.63319993019104,2.63319993019104,2.63319993019104,0,0,0
2020-06-04 00:00:00+10:00,2.690000057220459,2.7200000286102295,2.6500000953674316,2.6700000762939453,328197,0,0
2020-06-05 00:00:00+10:00,2.680000066757202,2.680000066757202,2.6600000858306885,2.680000066757202,150666,0,0
2020-06-09 00:00:00+10:00,2.740000009536743,2.740000009536743,2.7100000381469727,2.740000009536743,204503,0,0
2020-06-10 00:00:00+10:00,2.7200000286102295,2.759999990463257,2.7200000286102295,2.759999990463257,54250,0,0
2020-06-11 00:00:00+10:00,2.75,2.75,2.6600000858306885,2.6600000858306885,139816,0,0
2020-06-12 00:00:00+10:00,2.640000104904175,2.640000104904175,2.5799999237060547,2.630000114440918,102076,0,0
2020-06-15 00:00:00+10:00,2.619999885559082,2.619999885559082,2.569999933242798,2.569999933242798,98692,0,0
2020-06-16 00:00:00+10:00,2.630000114440918,2.6500000953674316,2.630000114440918,2.6500000953674316,11750,0,0
2020-06-17 00:00:00+10:00,2.6700000762939453,2.6700000762939453,2.6500000953674316,2.6700000762939453,62047,0,0
2020-06-18 00:00:00+10:00,2.6500000953674316,2.6700000762939453,2.6500000953674316,2.6700000762939453,23500,0,0
2020-06-19 00:00:00+10:00,2.690000057220459,2.690000057220459,2.690000057220459,2.690000057220459,245,0,0
