Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2009-12-24 00:00:00+11:00,0.2549999952316284,0.3100000023841858,0.25,0.3100000023841858,1151300,0,0
2009-12-29 00:00:00+11:00,0.36000001430511475,0.46000000834465027,0.3499999940395355,0.46000000834465027,1675723,0,0
2009-12-30 00:00:00+11:00,0.4699999988079071,0.49000000953674316,0.4000000059604645,0.4000000059604645,852849,0,0
2009-12-31 00:00:00+11:00,0.4000000059604645,0.4000000059604645,0.36000001430511475,0.3700000047683716,323644,0,0
2010-01-04 00:00:00+11:00,0.3799999952316284,0.3799999952316284,0.3149999976158142,0.3700000047683716,373043,0,0
2010-01-05 00:00:00+11:00,0.39500001072883606,0.39500001072883606,0.3499999940395355,0.3499999940395355,49706,0,0
2010-01-06 00:00:00+11:00,0.3499999940395355,0.36500000953674316,0.33500000834465027,0.3499999940395355,235000,0,0
2010-01-07 00:00:00+11:00,0.3499999940395355,0.3499999940395355,0.3199999928474426,0.32499998807907104,390000,0,0
2010-01-08 00:00:00+11:00,0.33000001311302185,0.3799999952316284,0.32499998807907104,0.36500000953674316,134610,0,0
2010-01-11 00:00:00+11:00,0.3799999952316284,0.3799999952316284,0.3499999940395355,0.375,22821,0,0
2010-01-12 00:00:00+11:00,0.36000001430511475,0.36000001430511475,0.3499999940395355,0.36000001430511475,290000,0,0
2010-01-13 00:00:00+11:00,0.36000001430511475,0.36000001430511475,0.35499998927116394,0.35499998927116394,43550,0,0
2010-01-14 00:00:00+11:00,0.3499999940395355,0.375,0.3499999940395355,0.3700000047683716,127110,0,0
2010-01-15 00:00:00+11:00,0.3799999952316284,0.3799999952316284,0.3799999952316284,0.3799999952316284,141160,0,0
2010-01-18 00:00:00+11:00,0.3700000047683716,0.3700000047683716,0.3499999940395355,0.3499999940395355,15150,0,0
2010-01-19 00:00:00+11:00,0.3700000047683716,0.3700000047683716,0.3499999940395355,0.36000001430511475,59999,0,0
2010-01-21 00:00:00+11:00,0.36000001430511475,0.3700000047683716,0.3499999940395355,0.3499999940395355,195500,0,0
2010-01-22 00:00:00+11:00,0.3499999940395355,0.3700000047683716,0.3499999940395355,0.3700000047683716,164300,0,0
2010-01-25 00:00:00+11:00,0.35499998927116394,0.35499998927116394,0.3449999988079071,0.3499999940395355,100000,0,0
2010-01-27 00:00:00+11:00,0.3499999940395355,0.36000001430511475,0.3400000035762787,0.3449999988079071,525342,0,0
2010-01-28 00:00:00+11:00,0.3499999940395355,0.36000001430511475,0.3400000035762787,0.3400000035762787,121000,0,0
2010-01-29 00:00:00+11:00,0.33500000834465027,0.33500000834465027,0.33500000834465027,0.33500000834465027,87440,0,0
2010-02-01 00:00:00+11:00,0.33500000834465027,0.3400000035762787,0.32499998807907104,0.32499998807907104,182508,0,0
2010-02-02 00:00:00+11:00,0.32499998807907104,0.32499998807907104,0.32499998807907104,0.32499998807907104,0,0,0
2010-02-03 00:00:00+11:00,0.32499998807907104,0.3499999940395355,0.32499998807907104,0.3499999940395355,81000,0,0
